z Lx kcorr
0.7 1.53986779437934e+42 0.2467
0.7 1.75812111401549e+42 0.2763
0.7 2.00730859027603e+42 0.2763
0.7 2.29181467902013e+42 0.2763
0.7 2.61664526740747e+42 0.3312
0.7 2.98751575252729e+42 0.3312
0.7 3.41095160386101e+42 0.3909
0.7 3.89440317897556e+42 0.3909
0.7 4.44637681263124e+42 0.4625
0.7 5.07658448581727e+42 0.4625
0.7 5.79611470814359e+42 0.5446
0.7 6.61762762026614e+42 0.5446
0.7 7.55557774917379e+42 0.5446
0.7 8.62646833571973e+42 0.6103
0.7 9.84914170929053e+42 0.6103
0.7 1.12451108187593e+43 0.6814
0.7 1.28389377530122e+43 0.6814
0.7 1.4658665911121e+43 0.7357
0.7 1.67363134261978e+43 0.7357
0.7 1.91084365247335e+43 0.7357
0.7 2.18167727337263e+43 0.7923
0.7 2.49089752528407e+43 0.7923
0.7 2.84394514128792e+43 0.8396
0.7 3.24703199732501e+43 0.8396
0.7 3.70725041020933e+43 0.889
0.7 4.23269792700523e+43 0.889
0.7 4.83261980144005e+43 0.889
0.7 5.5175716642256e+43 0.9307
0.7 6.2996052494744e+43 0.9307
0.7 7.19248044506816e+43 0.9748
0.7 8.21190739800786e+43 0.9748
0.7 9.37582293458945e+43 1.013
0.7 1.0704706159022e+44 1.013
0.7 1.22219387834487e+44 1.054
0.7 1.39542165293784e+44 1.054
0.7 1.59320188391447e+44 1.054
0.7 1.81901451619634e+44 1.088
0.7 2.0768327250551e+44 1.088
0.7 2.37119282416671e+44 1.124
0.7 2.70727408209078e+44 1.124
0.7 3.09098985154704e+44 1.153
0.7 3.5290916149089e+44 1.153
0.7 4.02928777659586e+44 1.153
0.7 4.60037929251778e+44 1.186
0.7 5.25241452297211e+44 1.186
0.7 5.99686603363297e+44 1.211
0.7 6.84683245544589e+44 1.211
0.7 7.81726895515578e+44 1.238
0.7 8.92525037159882e+44 1.238
0.7 1.0190271647643e+45 1.26
0.7 1.16345908438818e+45 1.26
0.7 1.32836207694079e+45 1.26
0.7 1.51663761204147e+45 1.284
0.7 1.73159839940343e+45 1.284
0.7 1.97702667599047e+45 1.299
0.7 2.25724075451014e+45 1.299
0.7 2.57717100416405e+45 1.317
0.7 2.9424466005379e+45 1.317
0.7 3.35949457099589e+45 1.317
0.7 3.83565287828418e+45 1.334
0.7 4.37929953205086e+45 1.334
0.7 5e+45 1.352
0.75 1e+40 0.001777
0.75 1.14173510247619e+40 0.005159
0.75 1.30355904422631e+40 0.005159
0.75 1.4883191189435e+40 0.006008
0.75 1.69926618178422e+40 0.006008
0.75 1.94011184819373e+40 0.01275
0.75 2.21509379981273e+40 0.01275
0.75 2.52905034652355e+40 0.01503
0.75 2.88750555655553e+40 0.01503
0.75 3.29676645251449e+40 0.01503
0.75 3.76403398350168e+40 0.02558
0.75 4.29752972587713e+40 0.02558
0.75 4.90664054196878e+40 0.03002
0.75 5.60208374199861e+40 0.03002
0.75 6.39609565525095e+40 0.04414
0.75 7.30264692839543e+40 0.04414
0.75 8.33768833913895e+40 0.04414
0.75 9.51943145030131e+40 0.05173
0.75 1.08686690424248e+41 0.05173
0.75 1.24091409629328e+41 0.07057
0.75 1.41679518289555e+41 0.07057
0.75 1.61760479333101e+41 0.08293
0.75 1.84687617447975e+41 0.08293
0.75 2.10864335833047e+41 0.1058
0.75 2.4075121408092e+41 0.1058
0.75 2.74874112079945e+41 0.1058
0.75 3.13833422523646e+41 0.1231
0.75 3.58314634825487e+41 0.1231
0.75 4.09100396311194e+41 0.1474
0.75 4.67084282905416e+41 0.1474
0.75 5.33286521608031e+41 0.1655
0.75 6.08871941397313e+41 0.1655
0.75 6.95170468406135e+41 0.1655
0.75 7.93700525984097e+41 0.185
0.75 9.06195751369867e+41 0.185
0.75 1.03463549905376e+42 0.1997
0.75 1.18127966753764e+42 0.1997
0.75 1.34870846226912e+42 0.2274
0.75 1.53986779437934e+42 0.2274
0.75 1.75812111401549e+42 0.2274
0.75 2.00730859027603e+42 0.2515
0.75 2.29181467902013e+42 0.2515
0.75 2.61664526740747e+42 0.3019
0.75 2.98751575252729e+42 0.3019
0.75 3.41095160386101e+42 0.3552
0.75 3.89440317897556e+42 0.3552
0.75 4.44637681263124e+42 0.4248
0.75 5.07658448581727e+42 0.4248
0.75 5.79611470814359e+42 0.4248
0.75 6.61762762026614e+42 0.5038
0.75 7.55557774917379e+42 0.5038
0.75 8.62646833571973e+42 0.571
0.75 9.84914170929053e+42 0.571
0.75 1.12451108187593e+43 0.6434
0.75 1.28389377530122e+43 0.6434
0.75 1.4658665911121e+43 0.6434
0.75 1.67363134261978e+43 0.7002
0.75 1.91084365247335e+43 0.7002
0.75 2.18167727337263e+43 0.7593
0.75 2.49089752528407e+43 0.7593
0.75 2.84394514128792e+43 0.8097
0.75 3.24703199732501e+43 0.8097
0.75 3.70725041020933e+43 0.862
0.75 4.23269792700523e+43 0.862
0.75 4.83261980144005e+43 0.862
0.75 5.5175716642256e+43 0.907
0.75 6.2996052494744e+43 0.907
0.75 7.19248044506816e+43 0.9544
0.75 8.21190739800786e+43 0.9544
0.75 9.37582293458945e+43 0.9947
0.75 1.0704706159022e+44 0.9947
0.75 1.22219387834487e+44 0.9947
0.75 1.39542165293784e+44 1.038
0.75 1.59320188391447e+44 1.038
0.75 1.81901451619634e+44 1.074
0.75 2.0768327250551e+44 1.074
0.75 2.37119282416671e+44 1.114
0.75 2.70727408209078e+44 1.114
0.75 3.09098985154704e+44 1.114
0.75 3.5290916149089e+44 1.146
0.75 4.02928777659586e+44 1.146
0.75 4.60037929251778e+44 1.181
0.75 5.25241452297211e+44 1.181
0.75 5.99686603363297e+44 1.208
0.75 6.84683245544589e+44 1.208
0.75 7.81726895515578e+44 1.239
0.75 8.92525037159882e+44 1.239
0.75 1.0190271647643e+45 1.239
0.75 1.16345908438818e+45 1.263
0.75 1.32836207694079e+45 1.263
0.75 1.51663761204147e+45 1.289
0.75 1.73159839940343e+45 1.289
0.75 1.97702667599047e+45 1.307
0.75 2.25724075451014e+45 1.307
0.75 2.57717100416405e+45 1.307
0.75 2.9424466005379e+45 1.327
0.75 3.35949457099589e+45 1.327
0.75 3.83565287828418e+45 1.344
0.75 4.37929953205086e+45 1.344
0.75 5e+45 1.364
0.8 1e+40 0.0007457
0.8 1.14173510247619e+40 0.002652
0.8 1.30355904422631e+40 0.002652
0.8 1.4883191189435e+40 0.003122
0.8 1.69926618178422e+40 0.003122
0.8 1.94011184819373e+40 0.007871
0.8 2.21509379981273e+40 0.007871
0.8 2.52905034652355e+40 0.007871
0.8 2.88750555655553e+40 0.009464
0.8 3.29676645251449e+40 0.009464
0.8 3.76403398350168e+40 0.01793
0.8 4.29752972587713e+40 0.01793
0.8 4.90664054196878e+40 0.02149
0.8 5.60208374199861e+40 0.02149
0.8 6.39609565525095e+40 0.02149
0.8 7.30264692839543e+40 0.03377
0.8 8.33768833913895e+40 0.03377
0.8 9.51943145030131e+40 0.04036
0.8 1.08686690424248e+41 0.04036
0.8 1.24091409629328e+41 0.05776
0.8 1.41679518289555e+41 0.05776
0.8 1.61760479333101e+41 0.06919
0.8 1.84687617447975e+41 0.06919
0.8 2.10864335833047e+41 0.06919
0.8 2.4075121408092e+41 0.0923
0.8 2.74874112079945e+41 0.0923
0.8 3.13833422523646e+41 0.11
0.8 3.58314634825487e+41 0.11
0.8 4.09100396311194e+41 0.1364
0.8 4.67084282905416e+41 0.1364
0.8 5.33286521608031e+41 0.1364
0.8 6.08871941397313e+41 0.1564
0.8 6.95170468406135e+41 0.1564
0.8 7.93700525984097e+41 0.1768
0.8 9.06195751369867e+41 0.1768
0.8 1.03463549905376e+42 0.1918
0.8 1.18127966753764e+42 0.1918
0.8 1.34870846226912e+42 0.217
0.8 1.53986779437934e+42 0.217
0.8 1.75812111401549e+42 0.217
0.8 2.00730859027603e+42 0.2381
0.8 2.29181467902013e+42 0.2381
0.8 2.61664526740747e+42 0.2846
0.8 2.98751575252729e+42 0.2846
0.8 3.41095160386101e+42 0.3326
0.8 3.89440317897556e+42 0.3326
0.8 4.44637681263124e+42 0.3326
0.8 5.07658448581727e+42 0.3997
0.8 5.79611470814359e+42 0.3997
0.8 6.61762762026614e+42 0.4748
0.8 7.55557774917379e+42 0.4748
0.8 8.62646833571973e+42 0.5416
0.8 9.84914170929053e+42 0.5416
0.8 1.12451108187593e+43 0.5416
0.8 1.28389377530122e+43 0.6131
0.8 1.4658665911121e+43 0.6131
0.8 1.67363134261978e+43 0.6714
0.8 1.91084365247335e+43 0.6714
0.8 2.18167727337263e+43 0.7318
0.8 2.49089752528407e+43 0.7318
0.8 2.84394514128792e+43 0.7841
0.8 3.24703199732501e+43 0.7841
0.8 3.70725041020933e+43 0.7841
0.8 4.23269792700523e+43 0.8382
0.8 4.83261980144005e+43 0.8382
0.8 5.5175716642256e+43 0.8859
0.8 6.2996052494744e+43 0.8859
0.8 7.19248044506816e+43 0.9358
0.8 8.21190739800786e+43 0.9358
0.8 9.37582293458945e+43 0.9358
0.8 1.0704706159022e+44 0.9793
0.8 1.22219387834487e+44 0.9793
0.8 1.39542165293784e+44 1.026
0.8 1.59320188391447e+44 1.026
0.8 1.81901451619634e+44 1.064
0.8 2.0768327250551e+44 1.064
0.8 2.37119282416671e+44 1.107
0.8 2.70727408209078e+44 1.107
0.8 3.09098985154704e+44 1.107
0.8 3.5290916149089e+44 1.141
0.8 4.02928777659586e+44 1.141
0.8 4.60037929251778e+44 1.178
0.8 5.25241452297211e+44 1.178
0.8 5.99686603363297e+44 1.208
0.8 6.84683245544589e+44 1.208
0.8 7.81726895515578e+44 1.208
0.8 8.92525037159882e+44 1.242
0.8 1.0190271647643e+45 1.242
0.8 1.16345908438818e+45 1.268
0.8 1.32836207694079e+45 1.268
0.8 1.51663761204147e+45 1.297
0.8 1.73159839940343e+45 1.297
0.8 1.97702667599047e+45 1.316
0.8 2.25724075451014e+45 1.316
0.8 2.57717100416405e+45 1.316
0.8 2.9424466005379e+45 1.338
0.8 3.35949457099589e+45 1.338
0.8 3.83565287828418e+45 1.358
0.8 4.37929953205086e+45 1.358
0.8 5e+45 1.38
0.85 1e+40 0.0008397
0.85 1.14173510247619e+40 0.003414
0.85 1.30355904422631e+40 0.003414
0.85 1.4883191189435e+40 0.003988
0.85 1.69926618178422e+40 0.003988
0.85 1.94011184819373e+40 0.003988
0.85 2.21509379981273e+40 0.01121
0.85 2.52905034652355e+40 0.01121
0.85 2.88750555655553e+40 0.01345
0.85 3.29676645251449e+40 0.01345
0.85 3.76403398350168e+40 0.02521
0.85 4.29752972587713e+40 0.02521
0.85 4.90664054196878e+40 0.02952
0.85 5.60208374199861e+40 0.02952
0.85 6.39609565525095e+40 0.02952
0.85 7.30264692839543e+40 0.0438
0.85 8.33768833913895e+40 0.0438
0.85 9.51943145030131e+40 0.0503
0.85 1.08686690424248e+41 0.0503
0.85 1.24091409629328e+41 0.06683
0.85 1.41679518289555e+41 0.06683
0.85 1.61760479333101e+41 0.06683
0.85 1.84687617447975e+41 0.07592
0.85 2.10864335833047e+41 0.07592
0.85 2.4075121408092e+41 0.09162
0.85 2.74874112079945e+41 0.09162
0.85 3.13833422523646e+41 0.1068
0.85 3.58314634825487e+41 0.1068
0.85 4.09100396311194e+41 0.1068
0.85 4.67084282905416e+41 0.1339
0.85 5.33286521608031e+41 0.1339
0.85 6.08871941397313e+41 0.154
0.85 6.95170468406135e+41 0.154
0.85 7.93700525984097e+41 0.1772
0.85 9.06195751369867e+41 0.1772
0.85 1.03463549905376e+42 0.1943
0.85 1.18127966753764e+42 0.1943
0.85 1.34870846226912e+42 0.1943
0.85 1.53986779437934e+42 0.217
0.85 1.75812111401549e+42 0.217
0.85 2.00730859027603e+42 0.2353
0.85 2.29181467902013e+42 0.2353
0.85 2.61664526740747e+42 0.2771
0.85 2.98751575252729e+42 0.2771
0.85 3.41095160386101e+42 0.2771
0.85 3.89440317897556e+42 0.3182
0.85 4.44637681263124e+42 0.3182
0.85 5.07658448581727e+42 0.3822
0.85 5.79611470814359e+42 0.3822
0.85 6.61762762026614e+42 0.4525
0.85 7.55557774917379e+42 0.4525
0.85 8.62646833571973e+42 0.5201
0.85 9.84914170929053e+42 0.5201
0.85 1.12451108187593e+43 0.5201
0.85 1.28389377530122e+43 0.5918
0.85 1.4658665911121e+43 0.5918
0.85 1.67363134261978e+43 0.6534
0.85 1.91084365247335e+43 0.6534
0.85 2.18167727337263e+43 0.7168
0.85 2.49089752528407e+43 0.7168
0.85 2.84394514128792e+43 0.7168
0.85 3.24703199732501e+43 0.7737
0.85 3.70725041020933e+43 0.7737
0.85 4.23269792700523e+43 0.8323
0.85 4.83261980144005e+43 0.8323
0.85 5.5175716642256e+43 0.8843
0.85 6.2996052494744e+43 0.8843
0.85 7.19248044506816e+43 0.9386
0.85 8.21190739800786e+43 0.9386
0.85 9.37582293458945e+43 0.9386
0.85 1.0704706159022e+44 0.987
0.85 1.22219387834487e+44 0.987
0.85 1.39542165293784e+44 1.037
0.85 1.59320188391447e+44 1.037
0.85 1.81901451619634e+44 1.079
0.85 2.0768327250551e+44 1.079
0.85 2.37119282416671e+44 1.079
0.85 2.70727408209078e+44 1.123
0.85 3.09098985154704e+44 1.123
0.85 3.5290916149089e+44 1.158
0.85 4.02928777659586e+44 1.158
0.85 4.60037929251778e+44 1.197
0.85 5.25241452297211e+44 1.197
0.85 5.99686603363297e+44 1.197
0.85 6.84683245544589e+44 1.226
0.85 7.81726895515578e+44 1.226
0.85 8.92525037159882e+44 1.259
0.85 1.0190271647643e+45 1.259
0.85 1.16345908438818e+45 1.285
0.85 1.32836207694079e+45 1.285
0.85 1.51663761204147e+45 1.314
0.85 1.73159839940343e+45 1.314
0.85 1.97702667599047e+45 1.314
0.85 2.25724075451014e+45 1.332
0.85 2.57717100416405e+45 1.332
0.85 2.9424466005379e+45 1.354
0.85 3.35949457099589e+45 1.354
0.85 3.83565287828418e+45 1.374
0.85 4.37929953205086e+45 1.374
0.85 5e+45 1.374
0.9 1e+40 0.0004489
0.9 1.14173510247619e+40 0.002238
0.9 1.30355904422631e+40 0.002238
0.9 1.4883191189435e+40 0.002238
0.9 1.69926618178422e+40 0.00262
0.9 1.94011184819373e+40 0.00262
0.9 2.21509379981273e+40 0.008574
0.9 2.52905034652355e+40 0.008574
0.9 2.88750555655553e+40 0.01034
0.9 3.29676645251449e+40 0.01034
0.9 3.76403398350168e+40 0.02043
0.9 4.29752972587713e+40 0.02043
0.9 4.90664054196878e+40 0.02043
0.9 5.60208374199861e+40 0.024
0.9 6.39609565525095e+40 0.024
0.9 7.30264692839543e+40 0.03668
0.9 8.33768833913895e+40 0.03668
0.9 9.51943145030131e+40 0.04231
0.9 1.08686690424248e+41 0.04231
0.9 1.24091409629328e+41 0.04231
0.9 1.41679518289555e+41 0.05761
0.9 1.61760479333101e+41 0.05761
0.9 1.84687617447975e+41 0.06591
0.9 2.10864335833047e+41 0.06591
0.9 2.4075121408092e+41 0.08661
0.9 2.74874112079945e+41 0.08661
0.9 3.13833422523646e+41 0.09985
0.9 3.58314634825487e+41 0.09985
0.9 4.09100396311194e+41 0.09985
0.9 4.67084282905416e+41 0.126
0.9 5.33286521608031e+41 0.126
0.9 6.08871941397313e+41 0.1452
0.9 6.95170468406135e+41 0.1452
0.9 7.93700525984097e+41 0.1697
0.9 9.06195751369867e+41 0.1697
0.9 1.03463549905376e+42 0.1697
0.9 1.18127966753764e+42 0.1879
0.9 1.34870846226912e+42 0.1879
0.9 1.53986779437934e+42 0.2105
0.9 1.75812111401549e+42 0.2105
0.9 2.00730859027603e+42 0.2284
0.9 2.29181467902013e+42 0.2284
0.9 2.61664526740747e+42 0.2668
0.9 2.98751575252729e+42 0.2668
0.9 3.41095160386101e+42 0.2668
0.9 3.89440317897556e+42 0.3036
0.9 4.44637681263124e+42 0.3036
0.9 5.07658448581727e+42 0.3642
0.9 5.79611470814359e+42 0.3642
0.9 6.61762762026614e+42 0.4293
0.9 7.55557774917379e+42 0.4293
0.9 8.62646833571973e+42 0.4293
0.9 9.84914170929053e+42 0.4957
0.9 1.12451108187593e+43 0.4957
0.9 1.28389377530122e+43 0.5657
0.9 1.4658665911121e+43 0.5657
0.9 1.67363134261978e+43 0.6277
0.9 1.91084365247335e+43 0.6277
0.9 2.18167727337263e+43 0.6277
0.9 2.49089752528407e+43 0.6912
0.9 2.84394514128792e+43 0.6912
0.9 3.24703199732501e+43 0.75
0.9 3.70725041020933e+43 0.75
0.9 4.23269792700523e+43 0.8103
0.9 4.83261980144005e+43 0.8103
0.9 5.5175716642256e+43 0.8649
0.9 6.2996052494744e+43 0.8649
0.9 7.19248044506816e+43 0.8649
0.9 8.21190739800786e+43 0.9216
0.9 9.37582293458945e+43 0.9216
0.9 1.0704706159022e+44 0.9699
0.9 1.22219387834487e+44 0.9699
0.9 1.39542165293784e+44 1.023
0.9 1.59320188391447e+44 1.023
0.9 1.81901451619634e+44 1.023
0.9 2.0768327250551e+44 1.069
0.9 2.37119282416671e+44 1.069
0.9 2.70727408209078e+44 1.117
0.9 3.09098985154704e+44 1.117
0.9 3.5290916149089e+44 1.157
0.9 4.02928777659586e+44 1.157
0.9 4.60037929251778e+44 1.2
0.9 5.25241452297211e+44 1.2
0.9 5.99686603363297e+44 1.2
0.9 6.84683245544589e+44 1.233
0.9 7.81726895515578e+44 1.233
0.9 8.92525037159882e+44 1.269
0.9 1.0190271647643e+45 1.269
0.9 1.16345908438818e+45 1.297
0.9 1.32836207694079e+45 1.297
0.9 1.51663761204147e+45 1.297
0.9 1.73159839940343e+45 1.329
0.9 1.97702667599047e+45 1.329
0.9 2.25724075451014e+45 1.35
0.9 2.57717100416405e+45 1.35
0.9 2.9424466005379e+45 1.374
0.9 3.35949457099589e+45 1.374
0.9 3.83565287828418e+45 1.374
0.9 4.37929953205086e+45 1.395
0.9 5e+45 1.395
0.95 1e+40 0.0002226
0.95 1.14173510247619e+40 0.001107
0.95 1.30355904422631e+40 0.001107
0.95 1.4883191189435e+40 0.001107
0.95 1.69926618178422e+40 0.001288
0.95 1.94011184819373e+40 0.001288
0.95 2.21509379981273e+40 0.003868
0.95 2.52905034652355e+40 0.003868
0.95 2.88750555655553e+40 0.004607
0.95 3.29676645251449e+40 0.004607
0.95 3.76403398350168e+40 0.004607
0.95 4.29752972587713e+40 0.009565
0.95 4.90664054196878e+40 0.009565
0.95 5.60208374199861e+40 0.01126
0.95 6.39609565525095e+40 0.01126
0.95 7.30264692839543e+40 0.0188
0.95 8.33768833913895e+40 0.0188
0.95 9.51943145030131e+40 0.02206
0.95 1.08686690424248e+41 0.02206
0.95 1.24091409629328e+41 0.02206
0.95 1.41679518289555e+41 0.03211
0.95 1.61760479333101e+41 0.03211
0.95 1.84687617447975e+41 0.03749
0.95 2.10864335833047e+41 0.03749
0.95 2.4075121408092e+41 0.05245
0.95 2.74874112079945e+41 0.05245
0.95 3.13833422523646e+41 0.05245
0.95 3.58314634825487e+41 0.06203
0.95 4.09100396311194e+41 0.06203
0.95 4.67084282905416e+41 0.08454
0.95 5.33286521608031e+41 0.08454
0.95 6.08871941397313e+41 0.1015
0.95 6.95170468406135e+41 0.1015
0.95 7.93700525984097e+41 0.1015
0.95 9.06195751369867e+41 0.1309
0.95 1.03463549905376e+42 0.1309
0.95 1.18127966753764e+42 0.1542
0.95 1.34870846226912e+42 0.1542
0.95 1.53986779437934e+42 0.1838
0.95 1.75812111401549e+42 0.1838
0.95 2.00730859027603e+42 0.2073
0.95 2.29181467902013e+42 0.2073
0.95 2.61664526740747e+42 0.2073
0.95 2.98751575252729e+42 0.2457
0.95 3.41095160386101e+42 0.2457
0.95 3.89440317897556e+42 0.2803
0.95 4.44637681263124e+42 0.2803
0.95 5.07658448581727e+42 0.3391
0.95 5.79611470814359e+42 0.3391
0.95 6.61762762026614e+42 0.3391
0.95 7.55557774917379e+42 0.3997
0.95 8.62646833571973e+42 0.3997
0.95 9.84914170929053e+42 0.4658
0.95 1.12451108187593e+43 0.4658
0.95 1.28389377530122e+43 0.5344
0.95 1.4658665911121e+43 0.5344
0.95 1.67363134261978e+43 0.5975
0.95 1.91084365247335e+43 0.5975
0.95 2.18167727337263e+43 0.5975
0.95 2.49089752528407e+43 0.6618
0.95 2.84394514128792e+43 0.6618
0.95 3.24703199732501e+43 0.7219
0.95 3.70725041020933e+43 0.7219
0.95 4.23269792700523e+43 0.7832
0.95 4.83261980144005e+43 0.7832
0.95 5.5175716642256e+43 0.7832
0.95 6.2996052494744e+43 0.8401
0.95 7.19248044506816e+43 0.8401
0.95 8.21190739800786e+43 0.899
0.95 9.37582293458945e+43 0.899
0.95 1.0704706159022e+44 0.9491
0.95 1.22219387834487e+44 0.9491
0.95 1.39542165293784e+44 0.9491
0.95 1.59320188391447e+44 1.005
0.95 1.81901451619634e+44 1.005
0.95 2.0768327250551e+44 1.052
0.95 2.37119282416671e+44 1.052
0.95 2.70727408209078e+44 1.103
0.95 3.09098985154704e+44 1.103
0.95 3.5290916149089e+44 1.145
0.95 4.02928777659586e+44 1.145
0.95 4.60037929251778e+44 1.145
0.95 5.25241452297211e+44 1.19
0.95 5.99686603363297e+44 1.19
0.95 6.84683245544589e+44 1.226
0.95 7.81726895515578e+44 1.226
0.95 8.92525037159882e+44 1.265
0.95 1.0190271647643e+45 1.265
0.95 1.16345908438818e+45 1.265
0.95 1.32836207694079e+45 1.295
0.95 1.51663761204147e+45 1.295
0.95 1.73159839940343e+45 1.329
0.95 1.97702667599047e+45 1.329
0.95 2.25724075451014e+45 1.352
0.95 2.57717100416405e+45 1.352
0.95 2.9424466005379e+45 1.379
0.95 3.35949457099589e+45 1.379
0.95 3.83565287828418e+45 1.379
0.95 4.37929953205086e+45 1.401
0.95 5e+45 1.401
1 1e+40 0.0001091
1 1.14173510247619e+40 0.0001091
1 1.30355904422631e+40 0.0006385
1 1.4883191189435e+40 0.0006385
1 1.69926618178422e+40 0.0007422
1 1.94011184819373e+40 0.0007422
1 2.21509379981273e+40 0.00252
1 2.52905034652355e+40 0.00252
1 2.88750555655553e+40 0.00252
1 3.29676645251449e+40 0.00301
1 3.76403398350168e+40 0.00301
1 4.29752972587713e+40 0.006746
1 4.90664054196878e+40 0.006746
1 5.60208374199861e+40 0.007985
1 6.39609565525095e+40 0.007985
1 7.30264692839543e+40 0.01425
1 8.33768833913895e+40 0.01425
1 9.51943145030131e+40 0.01425
1 1.08686690424248e+41 0.01692
1 1.24091409629328e+41 0.01692
1 1.41679518289555e+41 0.02583
1 1.61760479333101e+41 0.02583
1 1.84687617447975e+41 0.03056
1 2.10864335833047e+41 0.03056
1 2.4075121408092e+41 0.03056
1 2.74874112079945e+41 0.04391
1 3.13833422523646e+41 0.04391
1 3.58314634825487e+41 0.05258
1 4.09100396311194e+41 0.05258
1 4.67084282905416e+41 0.07369
1 5.33286521608031e+41 0.07369
1 6.08871941397313e+41 0.08956
1 6.95170468406135e+41 0.08956
1 7.93700525984097e+41 0.08956
1 9.06195751369867e+41 0.1187
1 1.03463549905376e+42 0.1187
1 1.18127966753764e+42 0.142
1 1.34870846226912e+42 0.142
1 1.53986779437934e+42 0.1722
1 1.75812111401549e+42 0.1722
1 2.00730859027603e+42 0.1722
1 2.29181467902013e+42 0.1963
1 2.61664526740747e+42 0.1963
1 2.98751575252729e+42 0.2337
1 3.41095160386101e+42 0.2337
1 3.89440317897556e+42 0.2668
1 4.44637681263124e+42 0.2668
1 5.07658448581727e+42 0.2668
1 5.79611470814359e+42 0.3227
1 6.61762762026614e+42 0.3227
1 7.55557774917379e+42 0.3795
1 8.62646833571973e+42 0.3795
1 9.84914170929053e+42 0.4438
1 1.12451108187593e+43 0.4438
1 1.28389377530122e+43 0.5099
1 1.4658665911121e+43 0.5099
1 1.67363134261978e+43 0.5099
1 1.91084365247335e+43 0.5728
1 2.18167727337263e+43 0.5728
1 2.49089752528407e+43 0.6365
1 2.84394514128792e+43 0.6365
1 3.24703199732501e+43 0.6975
1 3.70725041020933e+43 0.6975
1 4.23269792700523e+43 0.6975
1 4.83261980144005e+43 0.7596
1 5.5175716642256e+43 0.7596
1 6.2996052494744e+43 0.8181
1 7.19248044506816e+43 0.8181
1 8.21190739800786e+43 0.8786
1 9.37582293458945e+43 0.8786
1 1.0704706159022e+44 0.9333
1 1.22219387834487e+44 0.9333
1 1.39542165293784e+44 0.9333
1 1.59320188391447e+44 0.9915
1 1.81901451619634e+44 0.9915
1 2.0768327250551e+44 1.041
1 2.37119282416671e+44 1.041
1 2.70727408209078e+44 1.095
1 3.09098985154704e+44 1.095
1 3.5290916149089e+44 1.095
1 4.02928777659586e+44 1.139
1 4.60037929251778e+44 1.139
1 5.25241452297211e+44 1.187
1 5.99686603363297e+44 1.187
1 6.84683245544589e+44 1.224
1 7.81726895515578e+44 1.224
1 8.92525037159882e+44 1.224
1 1.0190271647643e+45 1.266
1 1.16345908438818e+45 1.266
1 1.32836207694079e+45 1.298
1 1.51663761204147e+45 1.298
1 1.73159839940343e+45 1.334
1 1.97702667599047e+45 1.334
1 2.25724075451014e+45 1.358
1 2.57717100416405e+45 1.358
1 2.9424466005379e+45 1.358
1 3.35949457099589e+45 1.386
1 3.83565287828418e+45 1.386
1 4.37929953205086e+45 1.411
1 5e+45 1.411
1.05 1e+40 5.279e-05
1.05 1.14173510247619e+40 5.279e-05
1.05 1.30355904422631e+40 0.0003732
1.05 1.4883191189435e+40 0.0003732
1.05 1.69926618178422e+40 0.0004338
1.05 1.94011184819373e+40 0.0004338
1.05 2.21509379981273e+40 0.001741
1.05 2.52905034652355e+40 0.001741
1.05 2.88750555655553e+40 0.001741
1.05 3.29676645251449e+40 0.002103
1.05 3.76403398350168e+40 0.002103
1.05 4.29752972587713e+40 0.005448
1.05 4.90664054196878e+40 0.005448
1.05 5.60208374199861e+40 0.006637
1.05 6.39609565525095e+40 0.006637
1.05 7.30264692839543e+40 0.006637
1.05 8.33768833913895e+40 0.01352
1.05 9.51943145030131e+40 0.01352
1.05 1.08686690424248e+41 0.0167
1.05 1.24091409629328e+41 0.0167
1.05 1.41679518289555e+41 0.02769
1.05 1.61760479333101e+41 0.02769
1.05 1.84687617447975e+41 0.02769
1.05 2.10864335833047e+41 0.03381
1.05 2.4075121408092e+41 0.03381
1.05 2.74874112079945e+41 0.04372
1.05 3.13833422523646e+41 0.04372
1.05 3.58314634825487e+41 0.05251
1.05 4.09100396311194e+41 0.05251
1.05 4.67084282905416e+41 0.07279
1.05 5.33286521608031e+41 0.07279
1.05 6.08871941397313e+41 0.07279
1.05 6.95170468406135e+41 0.08727
1.05 7.93700525984097e+41 0.08727
1.05 9.06195751369867e+41 0.1145
1.05 1.03463549905376e+42 0.1145
1.05 1.18127966753764e+42 0.1356
1.05 1.34870846226912e+42 0.1356
1.05 1.53986779437934e+42 0.1356
1.05 1.75812111401549e+42 0.1661
1.05 2.00730859027603e+42 0.1661
1.05 2.29181467902013e+42 0.1906
1.05 2.61664526740747e+42 0.1906
1.05 2.98751575252729e+42 0.2261
1.05 3.41095160386101e+42 0.2261
1.05 3.89440317897556e+42 0.2567
1.05 4.44637681263124e+42 0.2567
1.05 5.07658448581727e+42 0.2567
1.05 5.79611470814359e+42 0.3084
1.05 6.61762762026614e+42 0.3084
1.05 7.55557774917379e+42 0.3583
1.05 8.62646833571973e+42 0.3583
1.05 9.84914170929053e+42 0.4201
1.05 1.12451108187593e+43 0.4201
1.05 1.28389377530122e+43 0.4201
1.05 1.4658665911121e+43 0.4819
1.05 1.67363134261978e+43 0.4819
1.05 1.91084365247335e+43 0.5446
1.05 2.18167727337263e+43 0.5446
1.05 2.49089752528407e+43 0.6073
1.05 2.84394514128792e+43 0.6073
1.05 3.24703199732501e+43 0.6073
