DETUID,NAME,RA,DEC,EXT_LIKE,DET_LIKE_0,EXP,BEST_Z,BEST_ZERR,CR500,CR500_L,CR500_H,CTS500,CTS500_L,CTS500_H,F300kpc,F300kpc_L,F300kpc_H,F500,F500_L,F500_H,L500,L500_L,L500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,YX500,YX500_L,YX500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H
em01_085138_020_ML00467_002_c010,1eRASS J053607.0-473733,84.02948474567836,-47.6260963705808,11.542707,19.50396,346.6,0.4784,0.0088,0.077,0.056,0.102,26.9,19.5,35.4,4.79,3.516,6.654,7.177,5.207,9.435,63.19,44.923,85.779,-1.0,1.67,-1.0,132.28,90.94,163.96,-0.0,-0.0,-0.0,15.04,11.45,20.55,0.083,0.053,0.127,681.0,622.0,756.0
em01_086144_020_ML01830_002_c010,1eRASS J053611.6-523823,84.04835561737899,-52.63986109297176,4.4773636,13.101937,481.6,0.2126,0.0062,0.042,0.025,0.065,20.3,12.0,31.5,3.737,2.245,5.537,4.001,2.316,6.179,5.607,3.333,8.655,-1.0,2.34,-1.0,12.01,1.43,24.78,-0.0,-0.0,-0.0,3.83,2.32,5.94,0.032,0.012,0.072,478.0,404.0,553.0
em01_085129_020_ML00039_002_c010,1eRASS J053612.8-394626,84.05364627053363,-39.77396329041561,17.486513,71.92794,245.3,0.2665,0.0057,0.414,0.353,0.484,101.5,86.6,118.7,27.246,22.974,31.968,38.992,33.235,45.2,89.851,76.086,106.752,4.11,2.22,12.88,224.85,187.69,262.68,985.29,492.9,2745.32,30.9,27.36,35.16,0.072,0.059,0.088,939.0,902.0,981.0
em01_083150_020_ML01575_002_c010,1eRASS J053617.9-602625,84.07493263244172,-60.44051651502355,3.0813184,9.187424,1076.0,0.0878,0.0127,0.019,0.011,0.033,20.5,12.3,35.5,1.527,0.925,2.648,1.528,0.925,2.65,0.409,0.238,0.694,-1.0,0.31,-1.0,0.37,0.06,1.61,-0.0,-0.0,-0.0,0.88,0.54,1.3,0.005,0.002,0.021,305.0,259.0,348.0
em01_083150_020_ML00169_002_c010,1eRASS J053620.8-584709,84.08690326365007,-58.78609533115903,27.878843,116.627014,862.0,0.3707,0.0108,0.132,0.115,0.151,114.1,98.9,130.4,9.181,8.002,10.628,11.466,9.907,13.087,64.814,55.978,75.052,1.4,1.22,2.03,134.81,104.26,157.97,193.79,146.32,277.42,22.64,19.98,25.38,0.059,0.046,0.073,814.0,781.0,846.0
em01_085126_020_ML00098_002_c010,1eRASS J053621.1-360416,84.08808527687654,-36.07125596429284,7.9736195,32.82865,212.5,0.2939,0.0083,0.177,0.137,0.225,37.6,29.2,47.9,14.644,11.663,18.363,16.877,13.168,21.531,49.092,37.746,62.383,-1.0,5.48,-1.0,93.1,39.4,136.49,-0.0,-0.0,-0.0,16.84,13.38,21.18,0.054,0.024,0.084,759.0,703.0,820.0
em01_084111_020_ML00087_002_c010,1eRASS J053622.5-202141,84.0940038909901,-20.361484444479352,13.955385,33.638405,145.2,0.3838,0.0124,0.145,0.104,0.193,21.1,15.1,28.0,9.506,6.741,13.256,13.415,9.656,17.757,67.952,48.54,91.993,3.78,1.72,14.27,145.13,98.89,183.67,608.93,226.58,2095.28,16.96,12.36,23.24,0.084,0.051,0.129,736.0,662.0,817.0
em01_084120_020_ML00068_002_c010,1eRASS J053632.9-290946,84.13711399502428,-29.16291441811827,21.313396,63.810287,172.2,0.2429,0.0059,0.39,0.324,0.462,67.1,55.8,79.6,24.143,19.943,28.684,35.83,29.794,42.091,64.007,53.152,76.734,-1.0,1.52,-1.0,179.83,149.6,207.85,-0.0,-0.0,-0.0,24.17,20.71,27.99,0.075,0.059,0.091,873.0,829.0,917.0
em01_083123_020_ML00459_002_c010,1eRASS J053634.7-341342,84.14459640711864,-34.2285605127689,3.8160264,8.511034,200.2,0.885,0.0105,0.104,0.074,0.136,20.8,14.8,27.3,4.752,2.926,7.045,9.704,6.921,12.736,328.108,229.419,444.447,-1.0,3.46,-1.0,355.52,270.2,427.57,-0.0,-0.0,-0.0,28.69,23.16,39.71,0.117,0.082,0.16,719.0,669.0,801.0
em01_083150_020_ML00512_002_c010,1eRASS J053636.3-610900,84.15156777149195,-61.150028683441604,10.10953,46.39609,1138.0,1.09,0.094,0.057,0.046,0.078,64.5,52.6,88.5,3.44,2.669,5.544,5.358,4.357,7.306,277.492,226.404,383.274,-1.0,8.55,-1.0,235.9,186.03,278.83,-0.0,-0.0,-0.0,27.94,20.5,35.74,0.082,0.059,0.116,658.0,594.0,715.0
em01_090171_020_ML00258_002_c010,1eRASS J053642.1-795410,84.175444397747,-79.90294458913606,3.233772,18.559196,338.3,0.195,0.0064,0.063,0.038,0.148,21.4,12.9,50.2,4.755,2.924,11.321,4.845,2.934,11.331,9.725,5.679,24.476,0.39,0.27,0.63,2.34,0.28,14.91,1.19,0.32,6.1,5.98,3.42,10.09,0.005,0.001,0.025,557.0,463.0,664.0
em01_085132_020_ML00427_002_c010,1eRASS J053643.5-412757,84.18134464150137,-41.46608376669872,5.1392245,7.9046803,261.0,0.2606,0.0097,0.041,0.019,0.072,10.8,4.9,18.8,-1.0,-1.0,5.812,-1.0,-1.0,6.836,-1.0,-1.0,14.109,-1.0,-1.0,-1.0,-1.0,-1.0,36.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_083123_020_ML00161_002_c010,1eRASS J053643.8-335409,84.18265079617773,-33.902680647013234,3.4636512,32.330025,196.5,0.3779,0.0153,0.104,0.065,0.221,20.5,12.8,43.5,8.725,5.445,18.809,9.01,5.495,19.126,52.931,32.207,117.787,0.69,0.51,2.42,12.17,1.25,51.51,13.86,3.65,52.98,14.36,8.69,25.1,0.009,0.003,0.037,698.0,590.0,840.0
em01_085105_020_ML00020_002_c010,1eRASS J053652.5-135700,84.21911029958662,-13.950114357710852,26.182667,64.86241,132.8,0.1181,2.0E-4,1.179,1.052,1.322,156.6,139.7,175.6,67.217,59.64,74.882,110.965,99.082,123.933,52.932,46.883,59.238,3.65,2.43,7.3,195.29,176.07,213.84,723.4,455.62,1419.66,26.02,23.64,28.92,0.075,0.064,0.086,934.0,905.0,968.0
em01_082147_020_ML00932_002_c010,1eRASS J053652.8-560208,84.22003369653258,-56.035749593831376,3.3378053,10.902409,643.0,0.7483,0.0227,0.03,0.016,0.113,19.2,10.2,72.8,2.249,1.278,9.871,2.753,1.46,10.054,71.716,38.525,363.749,-1.0,1.73,-1.0,36.54,2.98,109.48,-0.0,-0.0,-0.0,12.36,8.38,25.3,0.029,0.008,0.082,573.0,504.0,728.0
em01_085135_020_ML00091_002_c010,1eRASS J053658.7-443322,84.24472174723459,-44.556280701838254,7.9115715,38.637608,298.9,0.6606,0.0143,0.142,0.113,0.179,42.5,33.8,53.4,7.661,5.91,9.787,13.187,10.454,16.499,243.738,184.782,317.899,-1.0,1.81,-1.0,371.34,298.89,441.63,-0.0,-0.0,-0.0,34.21,27.56,41.7,0.107,0.08,0.141,834.0,776.0,890.0
em01_085126_020_ML00030_002_c010,1eRASS J053708.4-365840,84.28524638526815,-36.9778519250563,18.0759,47.81172,217.0,0.2799,0.0064,0.372,0.307,0.438,80.8,66.7,95.0,18.047,14.269,21.796,35.375,29.24,41.626,89.767,73.406,105.211,-1.0,2.83,-1.0,268.38,234.13,305.13,-0.0,-0.0,-0.0,29.79,25.71,34.38,0.09,0.075,0.109,923.0,879.0,968.0
em01_085135_020_ML00519_002_c010,1eRASS J053711.4-441715,84.29772492809492,-44.28772163370815,4.974235,16.022142,294.2,0.9079,0.0133,0.074,0.046,0.121,21.8,13.6,35.5,5.077,3.335,9.034,6.917,4.265,11.297,246.207,155.913,429.541,-1.0,2.44,-1.0,195.63,17.23,282.42,-0.0,-0.0,-0.0,21.55,15.44,34.6,0.076,0.029,0.141,648.0,580.0,759.0
em01_082147_020_ML01248_002_c010,1eRASS J053712.8-580226,84.30355858054784,-58.04069361950482,3.268013,7.0354586,795.0,0.3206,0.0078,0.027,0.013,0.043,21.1,10.6,34.2,-1.0,-1.0,3.364,-1.0,-1.0,3.891,-1.0,-1.0,15.37,-1.0,-1.0,-1.0,-1.0,-1.0,37.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_085132_020_ML00384_002_c010,1eRASS J053716.2-405539,84.31766358552504,-40.92764728397571,3.6773703,12.347665,252.8,0.7992,0.0305,0.053,0.03,0.143,13.5,7.5,36.3,4.794,2.695,13.437,4.997,2.814,13.517,130.759,70.989,357.72,-1.0,4.23,-1.0,28.67,2.64,111.99,-0.0,-0.0,-0.0,17.88,10.07,27.28,0.02,0.006,0.069,635.0,525.0,731.0
em01_085105_020_ML00023_002_c010,1eRASS J053721.5-142700,84.33987383654494,-14.45000958152228,10.102556,27.466597,136.7,0.1485,0.005,0.663,0.566,0.771,90.5,77.4,105.4,30.997,25.381,37.535,62.657,53.21,72.623,47.767,40.709,55.979,-1.0,2.18,-1.0,193.06,172.52,212.87,-0.0,-0.0,-0.0,23.15,20.06,26.36,0.083,0.069,0.099,890.0,848.0,929.0
em01_085138_020_ML00147_002_c010,1eRASS J053721.7-465251,84.3405677313872,-46.88105522509712,27.760118,68.75697,334.0,0.3728,0.0119,0.185,0.151,0.218,61.9,50.5,72.8,12.389,10.122,14.867,17.589,14.466,20.793,79.874,65.92,94.77,-1.0,10.14,-1.0,192.8,150.99,226.92,-0.0,-0.0,-0.0,25.04,21.55,29.04,0.077,0.059,0.094,841.0,800.0,884.0
em01_087156_020_ML00009_011_c010,1eRASS J053723.3-650356,84.34710511058755,-65.06574777995884,1092.8037,3874.3855,3186.3,0.2,0.1,1.346,1.314,1.379,4290.2,4188.2,4392.4,96.082,93.82,98.322,127.702,124.891,130.636,163.183,158.997,167.498,6.69,5.64,8.06,328.71,319.07,337.76,2187.42,1840.83,2612.52,42.84,40.84,47.86,0.076,0.068,0.081,1073.0,1056.0,1113.0
em01_085132_020_ML00372_002_c010,1eRASS J053726.7-425421,84.3613839255667,-42.90603389049541,3.9385781,12.096225,277.0,0.2585,0.0133,0.067,0.037,0.18,18.4,10.3,49.9,5.079,2.928,14.694,5.305,2.956,14.698,14.755,8.099,38.862,0.54,0.34,0.9,5.05,0.47,29.78,3.33,0.95,17.37,8.79,5.04,14.56,0.007,0.002,0.037,620.0,515.0,733.0
em01_083123_020_ML00183_002_c010,1eRASS J053729.0-322343,84.37104310615223,-32.395306709922274,4.98244,19.55594,188.5,0.4886,0.01,0.139,0.101,0.188,26.1,19.0,35.4,6.499,4.518,8.979,12.269,8.806,16.366,117.776,85.137,162.879,1.26,0.84,2.7,229.9,178.96,285.14,302.82,172.25,652.4,24.4,19.0,28.48,0.095,0.069,0.132,797.0,734.0,840.0
em01_085135_020_ML00112_002_c010,1eRASS J053736.6-451901,84.40261445240643,-45.31706590295698,12.077843,34.225044,307.2,0.1407,2.0E-4,0.568,0.487,0.65,174.6,149.5,199.8,17.54,14.495,21.063,54.561,46.933,62.729,30.099,25.713,34.386,-1.0,8.32,-1.0,130.16,119.51,140.06,-0.0,-0.0,-0.0,18.33,16.24,20.33,0.071,0.062,0.082,825.0,793.0,854.0
em01_085141_020_ML00127_002_c010,1eRASS J053736.7-514234,84.40296837449934,-51.70959928846546,10.631331,55.79215,443.3,0.4635,0.0119,0.09,0.066,0.124,40.0,29.3,55.1,8.007,5.979,10.75,8.159,6.077,11.107,72.047,51.723,101.703,-1.0,1.22,-1.0,34.09,5.94,77.68,-0.0,-0.0,-0.0,17.55,13.61,22.57,0.019,0.007,0.045,722.0,663.0,785.0
em01_083150_020_ML00105_002_c010,1eRASS J053737.0-611542,84.40446079013789,-61.2617629283452,23.50902,65.029915,1185.0,0.5459,0.0067,0.098,0.082,0.115,116.6,97.3,136.0,5.636,4.738,6.792,9.177,7.692,10.75,109.752,89.733,130.482,5.12,2.91,14.01,233.58,201.83,264.0,1218.73,666.04,3416.62,28.0,24.22,32.18,0.084,0.07,0.102,816.0,778.0,855.0
em01_083123_020_ML00190_002_c010,1eRASS J053747.2-335857,84.44699670282647,-33.982605117425635,10.593618,28.322762,196.4,0.5625,0.006,0.212,0.173,0.253,41.7,33.9,49.6,6.742,4.773,8.905,19.016,15.693,22.522,268.47,209.079,335.006,2.22,1.08,5.98,443.78,392.25,495.42,1076.18,527.17,2719.51,41.3,35.39,48.7,0.107,0.086,0.13,923.0,877.0,975.0
em01_085129_020_ML00231_002_c010,1eRASS J053753.9-395054,84.47485135351775,-39.84850030460965,3.4697375,18.959606,241.2,0.7208,0.0159,0.092,0.065,0.122,22.1,15.7,29.4,6.914,4.71,9.266,8.559,5.997,11.456,179.172,127.547,242.885,-1.0,2.48,-1.0,188.15,82.66,257.96,-0.0,-0.0,-0.0,21.67,17.08,27.22,0.085,0.045,0.129,699.0,646.0,754.0
em01_083123_020_ML00042_002_c010,1eRASS J053755.8-341624,84.48267733974788,-34.273382765507904,35.547703,77.984535,198.0,0.1776,0.0044,0.478,0.406,0.56,94.6,80.3,110.9,31.214,26.834,36.091,44.511,37.414,51.695,42.519,36.199,50.385,-1.0,1.4,-1.0,142.26,112.37,166.18,-0.0,-0.0,-0.0,20.92,17.33,24.05,0.067,0.051,0.086,851.0,800.0,892.0
em01_083150_020_ML00284_002_c010,1eRASS J053801.7-584004,84.50737456413069,-58.667949399152405,18.979025,50.418724,855.0,0.3013,0.0065,0.174,0.148,0.203,149.0,126.7,173.2,7.994,6.854,9.122,15.794,13.417,18.375,53.302,45.17,63.118,-1.0,1.34,-1.0,177.32,160.29,193.69,-0.0,-0.0,-0.0,23.15,20.1,26.15,0.077,0.067,0.089,842.0,803.0,877.0
em01_085138_020_ML00989_002_c010,1eRASS J053806.4-470439,84.52692435179156,-47.07769506443182,3.0690477,7.2780266,336.3,0.4418,0.0134,0.01,0.0,0.041,3.2,0.0,13.9,-1.0,-1.0,3.087,-1.0,-1.0,3.733,-1.0,-1.0,31.309,-1.0,-1.0,-1.0,-1.0,-1.0,49.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_084111_020_ML00008_002_c010,1eRASS J053814.8-203820,84.56191025404642,-20.63890675824711,83.41037,230.43434,150.1,0.0844,0.0086,4.245,3.948,4.518,637.2,592.6,678.2,262.908,246.146,279.888,395.518,369.39,420.49,79.362,73.569,84.374,2.78,2.03,4.76,244.46,227.96,259.79,698.03,483.51,1133.02,33.77,31.14,37.26,0.072,0.064,0.08,1031.0,1003.0,1065.0
em01_084120_020_ML00097_002_c010,1eRASS J053822.4-292509,84.59347326044819,-29.41941152922164,7.444317,19.684124,173.7,0.3495,0.0088,0.271,0.208,0.353,47.1,36.2,61.3,12.724,9.097,17.29,23.644,18.275,30.912,112.942,86.327,148.038,1.25,0.77,2.31,258.85,211.24,304.05,329.96,188.61,600.65,29.21,23.87,35.32,0.088,0.066,0.115,894.0,835.0,952.0
em01_083150_020_ML00508_002_c010,1eRASS J053823.6-583631,84.59873921654463,-58.60886694493192,7.720866,31.387913,849.4,0.2883,0.007,0.11,0.078,0.148,93.2,66.2,125.7,4.633,3.683,6.095,9.125,6.37,12.624,33.008,23.6,44.234,1.16,0.74,1.9,92.6,67.82,109.51,103.31,60.25,168.56,15.18,11.49,18.95,0.059,0.042,0.083,735.0,670.0,792.0
em01_083150_020_ML00368_002_c010,1eRASS J053824.8-604814,84.60354835790564,-60.80413245214188,7.887131,28.734154,1160.3,0.561,0.006,0.081,0.065,0.095,93.6,76.0,109.7,3.788,2.988,4.725,6.976,5.659,8.265,111.082,89.796,133.509,1.55,1.21,2.83,214.99,186.05,243.57,346.63,246.28,611.05,26.11,21.38,29.42,0.084,0.069,0.105,793.0,742.0,825.0
em01_082147_020_ML00490_002_c010,1eRASS J053827.9-581547,84.61645534280474,-58.26317366955155,15.865717,16.948973,818.6,0.2113,0.0059,0.091,0.07,0.113,74.4,57.6,92.7,4.468,3.497,5.441,8.583,6.709,10.629,12.041,9.237,14.991,-1.0,3.07,-1.0,58.06,50.4,65.68,-0.0,-0.0,-0.0,8.37,6.61,10.41,0.069,0.054,0.091,620.0,573.0,667.0
em01_082147_020_ML00125_002_c010,1eRASS J053828.1-560751,84.61727067447278,-56.13090729099424,18.254692,99.209564,644.1,0.4007,0.0106,0.133,0.112,0.158,85.4,72.1,101.5,9.668,8.247,11.502,12.143,10.249,14.487,77.372,64.875,92.716,2.85,1.98,6.27,154.05,114.32,184.96,465.72,279.24,928.44,24.69,20.83,29.22,0.062,0.046,0.081,828.0,783.0,876.0
em01_083150_020_ML00149_002_c010,1eRASS J053832.1-603306,84.63414815039474,-60.55185679545176,42.47282,105.71097,1121.3,0.3784,0.01,0.162,0.144,0.18,181.5,161.1,202.4,9.018,8.045,10.122,14.801,13.138,16.446,81.525,71.221,92.792,2.37,1.76,4.87,219.58,197.19,242.19,546.54,372.33,1070.95,27.9,25.34,30.54,0.079,0.069,0.09,870.0,843.0,897.0
em01_083150_020_ML01313_002_c010,1eRASS J053835.4-600559,84.64758690804484,-60.099875415632866,7.0686893,11.922817,1039.1,1.1009,0.028,0.021,0.013,0.033,22.3,13.2,34.3,1.687,1.019,2.65,1.92,1.127,2.969,135.502,78.144,231.399,-1.0,1.26,-1.0,100.48,12.85,150.6,-0.0,-0.0,-0.0,12.41,8.48,19.8,0.071,0.03,0.14,500.0,441.0,584.0
em01_085138_020_ML00572_002_c010,1eRASS J053835.4-481700,84.64763227114923,-48.283481419293906,7.2160945,12.488232,357.7,0.1935,0.0047,0.093,0.065,0.122,33.2,23.4,43.5,6.319,4.636,8.173,7.736,5.437,10.276,11.108,7.741,14.52,1.01,0.67,1.74,37.56,23.68,48.07,37.28,18.3,67.81,6.81,5.35,8.94,0.052,0.031,0.079,582.0,537.0,638.0
em01_085129_020_ML00745_002_c010,1eRASS J053837.0-385253,84.65456863549255,-38.88161552834682,9.942635,7.796805,228.1,0.2052,0.0052,0.049,0.022,0.126,11.2,5.0,28.7,-1.0,-1.0,11.771,-1.0,-1.0,11.891,-1.0,-1.0,15.112,-1.0,-1.0,-1.0,-1.0,-1.0,17.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_085132_020_ML00308_002_c010,1eRASS J053845.7-430022,84.69075801505443,-43.006256971741536,4.0982018,15.955626,271.2,0.5709,0.0082,0.067,0.043,0.131,18.2,11.6,35.6,5.808,3.768,10.761,6.346,3.995,12.189,76.733,48.441,156.309,-1.0,3.01,-1.0,45.49,3.71,126.46,-0.0,-0.0,-0.0,15.99,10.95,22.59,0.032,0.01,0.081,670.0,591.0,752.0
em01_085138_020_ML00098_002_c010,1eRASS J053857.4-482954,84.73947970965841,-48.498368209785426,12.208123,40.424824,361.4,0.1978,0.0052,0.181,0.14,0.229,65.2,50.5,82.9,13.362,10.484,16.814,16.782,12.848,21.371,21.921,16.937,27.867,-1.0,1.64,-1.0,65.4,37.95,84.79,-0.0,-0.0,-0.0,11.54,9.27,14.12,0.056,0.033,0.079,693.0,644.0,742.0
em01_085105_020_ML00434_002_c010,1eRASS J053857.9-151757,84.74154026964875,-15.299388864095741,8.267137,5.795149,138.0,0.5824,0.007,0.034,0.012,0.103,4.7,1.6,14.2,-1.0,-1.0,10.699,-1.0,-1.0,10.832,-1.0,-1.0,4362.979,-1.0,-1.0,-1.0,-1.0,-1.0,256.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_086144_020_ML00431_002_c010,1eRASS J053858.6-540247,84.74457974709584,-54.04653099779757,3.8176363,22.083216,527.7,0.5664,0.0097,0.058,0.037,0.087,30.5,19.8,45.7,3.86,2.706,5.805,5.202,3.211,7.724,79.833,50.724,120.427,-1.0,1.23,-1.0,111.49,6.82,158.18,-0.0,-0.0,-0.0,15.41,11.43,22.0,0.066,0.029,0.109,663.0,601.0,747.0
em01_083150_020_ML00671_002_c010,1eRASS J053906.7-611726,84.7780036309798,-61.29081978386818,14.0653515,18.695024,1239.9,0.9415,0.0284,0.021,0.01,0.033,26.4,12.7,41.1,-1.0,-1.0,2.432,-1.0,-1.0,3.113,-1.0,-1.0,120.235,-1.0,-1.0,-1.0,-1.0,-1.0,133.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_079174_020_ML00049_002_c010,1eRASS J053913.2-830541,84.80529866444733,-83.09495692005802,9.497608,58.549435,275.8,0.7127,0.0254,0.162,0.132,0.192,44.8,36.3,52.9,13.009,10.608,15.684,15.006,12.342,18.006,398.979,312.861,495.58,-1.0,2.43,-1.0,304.38,197.65,409.25,-0.0,-0.0,-0.0,44.02,36.23,49.66,0.07,0.045,0.1,888.0,832.0,924.0
em01_085105_020_ML00146_002_c010,1eRASS J053913.8-151149,84.80760739057322,-15.197098752541827,3.6923447,14.954057,137.0,0.4763,0.016,0.064,0.031,0.162,8.7,4.3,22.2,-1.0,-1.0,13.129,-1.0,-1.0,14.223,-1.0,-1.0,165.429,-1.0,-1.0,-1.0,-1.0,-1.0,92.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_084120_020_ML00174_002_c010,1eRASS J053913.8-291312,84.80783529604672,-29.220215774357023,4.032819,27.932598,174.2,0.1553,0.0059,0.323,0.22,0.448,56.3,38.4,78.0,16.82,12.566,22.022,29.712,19.78,41.865,20.599,13.951,28.658,-1.0,1.07,-1.0,74.82,52.45,90.08,-0.0,-0.0,-0.0,11.93,8.95,15.37,0.06,0.039,0.088,711.0,647.0,774.0
em01_086108_020_ML00201_002_c010,1eRASS J053914.0-171105,84.8087219769651,-17.184743937884992,5.77803,11.455037,140.5,0.3064,0.007,0.125,0.078,0.184,17.6,10.9,25.8,7.872,5.186,11.73,10.409,6.537,15.367,48.909,30.74,77.638,-1.0,-1.0,1.81,107.47,47.43,150.77,-0.0,-0.0,-0.0,14.25,9.71,20.77,0.073,0.038,0.128,715.0,629.0,811.0
em01_083150_020_ML01141_002_c010,1eRASS J053914.8-585401,84.81193392221853,-58.90055366994393,4.350255,16.326805,881.4,0.0999,2.0E-4,0.015,0.006,0.028,13.5,5.4,24.9,-1.0,-1.0,2.344,-1.0,-1.0,2.345,-1.0,-1.0,0.795,-1.0,-1.0,-1.0,-1.0,-1.0,2.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_083150_020_ML00103_002_c010,1eRASS J053922.4-594500,84.84359868606676,-59.75009761234736,9.0016985,29.891531,982.1,0.0695,0.0109,0.083,0.067,0.102,81.9,66.0,100.6,7.873,6.303,9.659,7.879,6.304,9.667,1.117,0.899,1.378,-1.0,1.8,-1.0,2.06,1.27,2.96,-0.0,-0.0,-0.0,1.86,1.61,2.28,0.011,0.007,0.016,394.0,375.0,422.0
em01_085132_020_ML00194_002_c010,1eRASS J053931.2-404044,84.88025054054776,-40.679118917498506,8.95158,26.0315,242.5,0.0364,0.001,0.232,0.11,0.428,56.2,26.7,103.8,-1.0,-1.0,32.021,-1.0,-1.0,37.359,-1.0,-1.0,1.306,-1.0,-1.0,-1.0,-1.0,-1.0,6.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_085141_020_ML00216_002_c010,1eRASS J053937.9-505610,84.90823240188622,-50.93621479419409,10.216383,32.180782,416.6,0.4085,0.0102,0.121,0.097,0.148,50.5,40.3,61.8,6.861,5.451,8.718,11.278,9.114,13.673,68.186,53.315,85.548,4.19,1.57,17.14,157.11,127.64,187.01,679.77,305.78,2445.37,20.38,16.43,24.14,0.077,0.06,0.102,775.0,721.0,820.0
em01_086108_020_ML00301_002_c010,1eRASS J053940.7-174019,84.91991877980375,-17.672083521635845,3.55649,10.325523,141.9,0.1172,0.0082,0.092,0.046,0.157,13.1,6.6,22.3,-1.0,-1.0,11.519,-1.0,-1.0,12.315,-1.0,-1.0,6.428,-1.0,-1.0,-1.0,-1.0,-1.0,18.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_083150_020_ML00727_002_c010,1eRASS J053942.2-584223,84.92623777825406,-58.7066377550426,8.109572,19.734352,863.7,0.071,0.0104,0.04,0.03,0.053,34.7,25.7,45.7,3.481,2.554,4.582,3.482,2.556,4.582,0.548,0.405,0.723,1.13,0.82,2.87,1.35,0.74,2.16,1.82,0.8,3.95,1.02,0.78,1.26,0.014,0.008,0.023,323.0,294.0,346.0
em01_085129_020_ML00656_002_c010,1eRASS J053947.1-382919,84.94630511853534,-38.48877181049,3.5694742,8.912098,222.4,0.216,0.006,0.062,0.037,0.113,13.9,8.1,25.1,5.538,3.252,10.085,5.715,3.307,10.508,8.258,4.867,15.023,-1.0,1.12,-1.0,7.19,0.76,20.8,-0.0,-0.0,-0.0,4.66,3.2,6.88,0.016,0.005,0.048,509.0,449.0,580.0
em01_085135_020_ML00278_002_c010,1eRASS J053949.4-442724,84.95622145095217,-44.45682429869096,4.4315104,18.552866,287.5,0.2609,0.0115,0.069,0.045,0.138,19.8,12.9,39.8,6.352,4.239,12.248,6.501,4.273,13.09,13.855,8.892,27.842,-1.0,4.9,-1.0,6.32,0.54,24.23,-0.0,-0.0,-0.0,7.58,4.86,11.42,0.01,0.003,0.032,589.0,508.0,675.0
em01_085153_020_ML02352_002_c010,1eRASS J053954.5-614722,84.97713777360937,-61.78964347830367,8.86393,7.0800147,1330.2,0.0978,0.0073,0.028,0.014,0.045,36.6,19.1,60.2,-1.0,-1.0,3.869,-1.0,-1.0,3.962,-1.0,-1.0,1.174,-1.0,-1.0,-1.0,-1.0,-1.0,6.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_084111_020_ML00054_002_c010,1eRASS J053958.5-210109,84.99416411191616,-21.01918212730636,10.599736,33.538246,151.3,0.0963,4.0E-4,0.758,0.613,0.905,114.6,92.8,136.9,38.329,32.799,44.458,72.021,58.418,86.167,18.152,14.706,21.823,-1.0,3.85,-1.0,84.11,75.84,93.5,-0.0,-0.0,-0.0,12.85,11.34,14.97,0.064,0.054,0.077,744.0,714.0,783.0
em01_087147_020_ML00195_002_c010,1eRASS J053959.8-574444,84.99940689612117,-57.74581749612579,22.551867,71.845924,764.8,0.7602,0.0022,0.115,0.098,0.13,87.7,74.9,99.7,6.676,5.579,7.838,10.834,9.254,12.275,258.366,218.001,306.08,-1.0,5.35,-1.0,384.93,331.51,430.69,-0.0,-0.0,-0.0,37.19,31.95,42.59,0.101,0.083,0.125,824.0,783.0,862.0
em01_086114_020_ML00219_002_c010,1eRASS J054002.4-230910,85.01020033638547,-23.15292628194578,3.6015673,12.227136,154.9,0.5655,0.0096,0.092,0.057,0.198,14.2,8.8,30.7,7.905,5.019,18.048,8.688,5.305,18.132,98.989,60.218,217.481,-1.0,5.74,-1.0,39.81,3.09,138.09,-0.0,-0.0,-0.0,17.91,10.68,31.98,0.024,0.006,0.078,698.0,587.0,847.0
