DETUID,NAME,RA,DEC,EXT_LIKE,DET_LIKE_0,EXP,BEST_Z,BEST_ZERR,CR500,CR500_L,CR500_H,CTS500,CTS500_L,CTS500_H,F300kpc,F300kpc_L,F300kpc_H,F500,F500_L,F500_H,L500,L500_L,L500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,YX500,YX500_L,YX500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H
em01_082126_020_ML00003_002_c010,1eRASS J053255.6-370138,83.23184153625718,-37.027263336000345,220.55785,1144.553,230.2,0.281,0.005,3.07,2.929,3.224,706.7,674.4,742.2,173.217,163.574,183.747,290.928,278.457,304.482,746.452,709.405,788.042,5.95,4.53,9.43,1118.21,1064.9,1172.77,6540.14,5007.99,10355.68,97.66,89.98,104.16,0.114,0.106,0.125,1371.0,1334.0,1401.0
em01_082126_020_ML00059_002_c010,1eRASS J053256.2-362030,83.23451440317785,-36.341866316279734,11.25289,64.17657,224.8,0.2834,0.0073,0.199,0.132,0.559,44.7,29.7,125.7,15.697,11.11,47.316,17.763,11.802,50.404,58.501,38.49,160.584,-1.0,0.91,-1.0,64.09,11.29,116.84,-0.0,-0.0,-0.0,17.48,11.29,28.38,0.035,0.012,0.079,772.0,667.0,907.0
em01_082147_020_ML00303_002_c010,1eRASS J053258.8-575248,83.24511331766938,-57.88012062685413,14.067779,32.0507,774.3,0.7417,0.0147,0.059,0.046,0.074,46.0,35.6,57.1,4.138,3.298,5.244,5.519,4.297,6.792,130.564,98.614,170.653,-1.0,2.51,-1.0,185.55,121.54,234.36,-0.0,-0.0,-0.0,21.17,16.44,25.82,0.086,0.055,0.122,688.0,632.0,735.0
em01_090171_020_ML00032_002_c010,1eRASS J053258.8-820533,83.24534947490696,-82.09265049987205,22.338993,83.45475,292.2,0.6804,0.0152,0.301,0.264,0.342,88.0,77.2,99.9,14.25,11.762,17.019,28.413,24.883,32.121,628.353,538.089,738.677,-1.0,3.9,-1.0,846.61,770.89,930.57,-0.0,-0.0,-0.0,69.97,61.99,77.9,0.121,0.105,0.142,1050.0,1008.0,1088.0
em01_083123_020_ML00234_002_c010,1eRASS J053300.7-342453,83.25321306110759,-34.414724275161575,3.4262834,9.904388,209.7,0.6859,0.0243,0.054,0.024,0.099,11.3,5.0,20.8,-1.0,-1.0,7.803,-1.0,-1.0,9.309,-1.0,-1.0,182.136,-1.0,-1.0,-1.0,-1.0,-1.0,160.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_085135_020_ML00176_002_c010,1eRASS J053307.0-455601,83.27929461646113,-45.93374573651609,8.86475,23.838612,322.5,0.2255,0.0056,0.087,0.06,0.12,28.0,19.3,38.7,5.958,4.052,8.131,7.075,4.954,10.11,13.433,9.178,18.689,0.7,0.51,1.43,39.83,24.29,54.04,29.89,17.37,61.77,7.55,4.98,10.78,0.053,0.03,0.095,596.0,519.0,671.0
em01_083150_020_ML00448_002_c010,1eRASS J053311.6-593022,83.29872119262387,-59.506380740945225,8.069868,25.113125,941.5,0.0548,0.0147,0.04,0.025,0.056,38.1,23.9,53.1,3.913,2.449,5.448,3.911,2.448,5.423,0.317,0.2,0.441,-1.0,14.28,-1.0,0.88,0.26,1.97,-0.0,-0.0,-0.0,0.7,0.49,1.0,0.013,0.005,0.029,286.0,255.0,322.0
em01_084120_020_ML00086_002_c010,1eRASS J053312.2-303353,83.30090707975178,-30.564851439807335,6.652991,26.174686,186.7,0.1837,0.006,0.215,0.155,0.285,40.2,29.0,53.2,16.99,12.586,22.428,19.174,13.867,25.16,21.077,15.149,27.884,-1.0,0.88,-1.0,48.42,27.94,71.4,-0.0,-0.0,-0.0,10.49,8.35,13.95,0.047,0.026,0.073,675.0,626.0,742.0
em01_082126_020_ML00009_002_c010,1eRASS J053314.8-361907,83.3117478085387,-36.318676585624296,53.817863,275.84854,222.5,0.1527,0.0043,0.746,0.56,1.016,165.9,124.7,226.1,57.432,48.183,66.41,70.246,53.33,93.904,48.552,36.197,66.789,-1.0,1.55,-1.0,124.89,67.3,176.41,-0.0,-0.0,-0.0,23.51,19.16,29.7,0.051,0.029,0.079,893.0,834.0,965.0
em01_085153_020_ML00011_002_c010,1eRASS J053315.2-622213,83.31356812029206,-62.370544808458554,557.26337,3867.637,1577.6,0.0715,0.0129,2.036,1.873,2.239,3211.3,2955.2,3532.3,136.164,130.185,144.844,179.44,165.089,197.9,27.593,25.375,30.428,1.45,1.36,1.56,86.36,77.31,92.0,123.78,110.64,136.88,18.52,16.92,20.1,0.046,0.04,0.051,847.0,822.0,871.0
em01_083150_020_ML01072_002_c010,1eRASS J053320.7-605302,83.33650000513866,-60.88414369397038,3.3892338,18.453588,983.5,0.473,0.0117,0.031,0.016,0.067,30.1,16.0,65.5,2.264,1.386,5.404,2.76,1.458,6.052,26.42,13.909,58.325,2.73,1.25,8.15,25.76,1.69,69.42,87.27,21.66,287.69,9.3,5.96,15.09,0.029,0.01,0.077,582.0,502.0,684.0
em01_083123_020_ML00349_002_c010,1eRASS J053321.0-324543,83.33773181654702,-32.76209679183137,6.697028,6.0018244,199.2,0.3355,0.0078,0.094,0.054,0.135,18.7,10.8,26.9,4.853,3.0,7.438,8.256,4.811,11.92,37.546,22.169,53.88,-1.0,0.62,-1.0,102.15,51.76,133.34,-0.0,-0.0,-0.0,12.52,8.48,17.35,0.078,0.042,0.126,677.0,595.0,755.0
em01_081144_020_ML00133_002_c010,1eRASS J053322.1-542008,83.34220395688345,-54.3357370452419,25.739464,45.906162,559.9,0.2825,0.0067,0.334,0.301,0.374,186.9,168.4,209.3,10.97,9.41,12.654,30.373,27.213,33.878,98.104,86.813,110.191,2.47,1.62,3.64,313.1,290.72,334.46,751.72,513.11,1116.32,32.86,30.3,36.36,0.095,0.084,0.106,953.0,928.0,986.0
em01_082126_020_ML00049_002_c010,1eRASS J053323.7-362017,83.34902342056061,-36.33830083640829,23.397184,70.91037,224.6,0.047,0.005,1.529,0.84,2.12,343.4,188.6,476.2,84.02,55.01,108.368,133.628,73.533,185.195,8.135,4.467,11.274,1.2,1.0,2.21,43.68,28.08,53.9,56.04,35.0,96.91,9.35,6.69,12.14,0.045,0.028,0.067,680.0,608.0,742.0
em01_084120_020_ML00129_002_c010,1eRASS J053332.7-294637,83.38643460060399,-29.777150885519603,8.005163,26.56858,181.7,0.2777,0.0069,0.205,0.154,0.255,37.2,28.1,46.2,9.185,6.835,12.089,19.101,14.2,23.917,49.333,36.964,62.341,-1.0,1.49,-1.0,148.06,122.27,170.85,-0.0,-0.0,-0.0,16.97,13.41,21.33,0.085,0.064,0.112,766.0,708.0,827.0
em01_085138_020_ML00088_002_c010,1eRASS J053336.5-471356,83.40212946782493,-47.23231083517462,21.768661,57.20611,344.9,0.2232,0.0054,0.364,0.314,0.422,125.5,108.2,145.4,16.235,13.648,18.932,32.871,28.211,37.65,54.301,46.823,63.227,-1.0,1.17,-1.0,185.96,168.14,203.42,-0.0,-0.0,-0.0,24.33,21.43,27.54,0.077,0.066,0.09,881.0,845.0,918.0
em01_085141_020_ML00314_002_c010,1eRASS J053336.8-500603,83.40353634452984,-50.100956508599985,9.851472,19.96909,409.9,0.8814,0.0026,0.051,0.032,0.085,20.7,13.2,34.9,4.065,2.565,7.24,4.705,2.995,7.809,163.675,97.582,309.079,6.01,1.88,13.96,102.99,8.89,188.01,591.69,125.68,1628.58,16.27,11.25,22.92,0.064,0.02,0.124,596.0,527.0,668.0
em01_081144_020_ML00792_002_c010,1eRASS J053339.0-535324,83.4126505771808,-53.8901306965685,3.109553,11.89378,538.0,0.2898,0.0077,0.057,0.031,0.088,30.7,16.9,47.1,3.514,2.279,4.952,4.868,2.576,7.685,16.491,9.149,24.961,1.34,0.63,4.2,44.98,6.47,65.53,58.71,16.65,174.8,8.34,5.26,11.58,0.052,0.021,0.101,602.0,516.0,671.0
em01_081144_020_ML00048_002_c010,1eRASS J053340.9-544154,83.42078302653272,-54.69849773056515,55.630535,135.83177,576.4,0.1412,2.0E-4,0.512,0.467,0.567,295.4,269.1,326.7,31.083,27.979,34.397,46.93,42.54,51.522,30.793,28.024,34.086,2.12,1.48,3.55,123.82,112.6,134.56,272.83,184.52,433.36,19.45,17.56,21.29,0.063,0.056,0.072,842.0,813.0,867.0
em01_083150_020_ML01721_002_c010,1eRASS J053345.6-592458,83.44016320794768,-59.41631364251363,3.3977695,9.236688,941.7,0.0656,2.0E-4,0.02,0.003,0.046,18.5,2.9,43.0,-1.0,-1.0,3.743,-1.0,-1.0,3.754,-1.0,-1.0,0.61,-1.0,-1.0,-1.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_083123_020_ML00079_002_c010,1eRASS J053348.2-321751,83.4510003110473,-32.29758673269069,19.216341,30.721184,194.8,0.35,0.0085,0.417,0.356,0.476,81.3,69.4,92.7,13.164,10.123,16.236,38.594,32.997,43.981,170.033,143.174,196.042,-1.0,1.61,-1.0,444.81,403.14,486.5,-0.0,-0.0,-0.0,40.92,36.08,46.7,0.107,0.091,0.126,1000.0,959.0,1045.0
em01_081144_020_ML00565_002_c010,1eRASS J053350.0-543309,83.45857429565562,-54.55272528724212,4.94189,12.428181,568.9,0.7282,0.0151,0.007,0.0,0.028,4.0,0.0,15.8,-1.0,-1.0,2.518,-1.0,-1.0,2.804,-1.0,-1.0,101.975,-1.0,-1.0,-1.0,-1.0,-1.0,58.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_082147_020_ML00150_002_c010,1eRASS J053350.6-574735,83.46109762138974,-57.79329358058901,3.9179034,20.093355,764.8,0.2,0.0051,0.195,0.138,0.268,149.4,105.6,205.2,7.516,6.081,9.262,17.521,12.371,24.818,23.665,16.828,32.357,-1.0,1.18,-1.0,86.74,75.46,97.15,-0.0,-0.0,-0.0,14.28,10.77,19.1,0.058,0.043,0.08,744.0,677.0,820.0
em01_085129_020_ML00230_002_c010,1eRASS J053402.3-382640,83.50998207237703,-38.44453553173677,6.9861784,23.422764,238.6,0.632,0.0123,0.091,0.064,0.125,21.8,15.3,29.7,4.802,3.053,7.158,8.12,5.696,11.126,147.042,99.704,198.924,1.6,1.02,3.91,212.88,122.92,261.08,330.19,163.74,758.73,22.53,17.38,32.01,0.085,0.051,0.126,734.0,673.0,825.0
em01_085141_020_ML00536_002_c010,1eRASS J053406.0-511400,83.52508882870046,-51.23339798002739,3.9016986,10.658407,440.5,0.7519,0.0179,0.032,0.019,0.06,14.3,8.2,26.4,2.787,1.598,5.283,3.017,1.676,5.492,76.088,41.339,150.175,-1.0,1.2,-1.0,45.06,4.04,95.35,-0.0,-0.0,-0.0,11.39,6.98,17.52,0.041,0.014,0.096,557.0,473.0,643.0
em01_085135_020_ML00131_002_c010,1eRASS J053407.2-445058,83.53031814373057,-44.84969380912016,7.745338,38.72841,304.8,0.0832,4.0E-4,0.106,0.078,0.147,32.4,23.7,44.8,9.615,7.041,13.246,9.708,7.127,13.544,1.886,1.383,2.619,-1.0,1.14,-1.0,2.94,0.42,7.37,-0.0,-0.0,-0.0,2.37,1.81,2.97,0.013,0.005,0.033,425.0,389.0,458.0
em01_084168_020_ML00237_002_c010,1eRASS J053407.8-790232,83.53290079419317,-79.04232003569717,5.291421,22.640892,350.9,0.6768,0.0163,0.061,0.041,0.097,21.3,14.5,34.1,5.435,3.754,8.589,5.678,3.851,8.945,122.142,83.283,196.317,-1.0,4.53,-1.0,47.59,5.47,127.57,-0.0,-0.0,-0.0,16.88,12.8,26.79,0.028,0.008,0.075,654.0,597.0,763.0
em01_084111_020_ML00295_002_c010,1eRASS J053412.2-210127,83.55097919110256,-21.024228694564766,6.4783363,10.333961,148.1,0.5124,0.0082,0.062,0.023,0.11,9.1,3.4,16.4,-1.0,-1.0,7.203,-1.0,-1.0,10.379,-1.0,-1.0,101.326,-1.0,-1.0,-1.0,-1.0,-1.0,159.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_083150_020_ML00294_002_c010,1eRASS J053413.5-592436,83.55628489157172,-59.41012929184577,18.031925,55.90928,945.4,0.0656,2.0E-4,0.189,0.13,0.258,178.4,123.0,243.5,12.865,9.525,16.026,15.853,10.748,21.408,2.055,1.397,2.77,0.99,0.8,1.34,11.83,7.98,14.15,11.35,7.44,16.07,3.19,2.38,3.96,0.037,0.025,0.052,472.0,428.0,507.0
em01_082126_020_ML00156_002_c010,1eRASS J053418.6-345548,83.57770478632804,-34.93025827405306,3.947686,28.583307,211.8,0.2918,0.0082,0.109,0.066,0.194,23.1,14.1,41.0,9.421,6.083,16.236,10.263,6.212,18.336,27.943,17.089,48.332,-1.0,3.17,-1.0,27.98,1.12,73.89,-0.0,-0.0,-0.0,11.48,6.84,15.9,0.027,0.009,0.075,669.0,563.0,746.0
em01_082126_020_ML00469_002_c010,1eRASS J053419.7-353748,83.58246729452516,-35.63001145501284,4.443289,10.876041,216.0,0.0474,4.0E-4,0.125,0.061,0.232,27.0,13.1,50.2,-1.0,-1.0,19.438,-1.0,-1.0,21.581,-1.0,-1.0,1.264,-1.0,-1.0,-1.0,-1.0,-1.0,6.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_084120_020_ML00032_002_c010,1eRASS J053423.7-304807,83.59889981096352,-30.802194664134465,7.6065493,128.12279,184.4,0.0374,0.0029,2.138,1.666,2.755,394.3,307.3,508.1,92.747,81.175,105.913,190.571,146.562,244.019,6.995,5.379,8.915,1.16,1.05,2.04,33.93,30.52,37.36,41.7,34.08,70.07,7.5,6.48,9.33,0.043,0.034,0.054,634.0,604.0,681.0
em01_083108_020_ML00115_002_c010,1eRASS J053425.5-183444,83.6066558926287,-18.579132356852163,6.9142046,17.592937,140.7,1.0029,0.0271,0.106,0.065,0.184,15.0,9.1,25.8,6.157,3.761,12.699,9.409,5.801,16.528,528.685,304.905,1008.495,-1.0,1.32,-1.0,326.95,18.32,477.78,-0.0,-0.0,-0.0,29.75,20.34,48.06,0.099,0.036,0.197,695.0,612.0,816.0
em01_085153_020_ML00074_002_c010,1eRASS J053425.9-623758,83.60832477091549,-62.633016612959246,156.22469,230.63034,1697.7,0.0755,0.013,1.139,1.061,1.212,1934.3,1801.9,2058.4,65.466,62.198,68.597,102.961,95.789,109.6,17.386,16.206,18.509,1.62,1.45,2.24,87.61,82.0,92.41,145.6,125.25,196.95,13.95,12.6,15.28,0.062,0.057,0.07,770.0,744.0,794.0
em01_083150_020_ML00344_002_c010,1eRASS J053426.1-593736,83.60886853408866,-59.62691908725964,8.433263,39.61548,968.3,0.577,0.0022,0.058,0.046,0.073,56.6,44.8,70.4,3.84,3.159,4.832,5.282,4.202,6.409,78.064,59.616,100.278,1.69,1.42,5.91,146.73,112.59,176.61,301.92,193.73,816.16,17.45,13.89,21.78,0.084,0.061,0.113,689.0,638.0,741.0
em01_085135_020_ML00029_002_c010,1eRASS J053428.6-444645,83.61948733444272,-44.779280704040595,19.191982,130.78293,303.8,0.0832,4.0E-4,0.746,0.632,0.904,226.6,192.1,274.7,42.05,37.273,46.566,65.813,56.016,79.883,13.054,11.042,15.767,1.34,1.11,1.81,59.52,52.69,65.87,80.56,62.6,109.36,11.33,10.2,13.08,0.052,0.044,0.061,717.0,692.0,752.0
em01_081144_020_ML00453_002_c010,1eRASS J053429.7-542057,83.62414362903424,-54.3492872086719,4.962391,19.127134,556.8,0.2836,0.0081,0.115,0.086,0.164,64.3,48.2,91.3,4.685,3.384,7.403,9.761,7.3,14.252,33.325,24.506,49.113,-1.0,0.58,-1.0,94.12,76.25,110.81,-0.0,-0.0,-0.0,14.2,11.43,19.57,0.064,0.045,0.086,720.0,670.0,802.0
em01_085135_020_ML00167_002_c010,1eRASS J053434.6-461322,83.64431966465439,-46.22284418401501,9.247383,34.583973,324.1,0.1042,0.0078,0.167,0.129,0.206,54.3,41.7,66.9,13.965,11.166,16.938,15.647,11.953,19.081,4.946,3.787,6.133,-1.0,1.29,-1.0,20.8,14.73,25.83,-0.0,-0.0,-0.0,4.38,3.42,5.92,0.045,0.03,0.067,519.0,477.0,573.0
em01_084168_020_ML00314_002_c010,1eRASS J053443.2-770931,83.68041163060863,-77.15885209265888,3.221505,17.356419,406.2,1.1988,0.017,0.054,0.037,0.081,22.0,15.0,32.9,3.655,2.436,5.807,4.665,3.144,7.028,601.551,359.598,1068.022,1.83,1.14,4.48,272.57,94.33,386.94,521.09,205.38,1270.34,25.82,17.93,35.8,0.104,0.05,0.179,615.0,545.0,686.0
em01_081144_020_ML00249_002_c010,1eRASS J053444.8-544620,83.68670968995363,-54.772318136307376,9.550877,40.966118,576.4,0.704,0.0167,0.054,0.038,0.073,31.1,21.8,42.3,4.696,3.37,6.392,5.03,3.534,6.774,107.302,75.169,152.097,-1.0,3.57,-1.0,70.45,9.09,134.02,-0.0,-0.0,-0.0,15.47,12.56,21.28,0.042,0.016,0.086,629.0,587.0,699.0
em01_081144_020_ML00158_002_c010,1eRASS J053447.4-543546,83.69780282856635,-54.59624422173517,16.867794,57.327015,567.7,0.7533,0.0137,0.088,0.073,0.108,50.2,41.3,61.2,7.051,5.666,8.578,8.326,6.825,10.163,207.438,166.079,253.138,-1.0,4.74,-1.0,224.89,153.09,284.04,-0.0,-0.0,-0.0,27.97,23.18,32.35,0.081,0.055,0.107,751.0,706.0,788.0
em01_085126_020_ML00063_002_c010,1eRASS J053448.5-365109,83.70220770053594,-36.85261437901362,12.404863,45.136517,224.5,0.2754,0.0054,0.16,0.096,0.252,35.9,21.6,56.7,11.988,8.306,16.218,14.981,8.908,23.682,41.332,24.767,65.906,-1.0,1.91,-1.0,83.99,15.99,139.95,-0.0,-0.0,-0.0,14.67,10.01,21.56,0.054,0.019,0.103,730.0,643.0,830.0
em01_085126_020_ML00028_002_c010,1eRASS J053450.5-365320,83.71080345088293,-36.889006243596945,21.49926,102.615685,225.0,0.2768,0.0052,0.611,0.475,0.716,137.5,106.8,161.1,25.926,22.087,31.329,57.538,44.267,67.506,156.86,124.767,187.765,-1.0,1.72,-1.0,395.02,326.43,446.14,-0.0,-0.0,-0.0,44.01,38.04,49.26,0.09,0.073,0.108,1053.0,1003.0,1093.0
em01_085117_020_ML00104_002_c010,1eRASS J053450.6-264637,83.71087946583592,-26.777083687572166,6.2550783,34.497826,164.4,0.539,0.0125,0.092,0.058,0.167,15.2,9.6,27.5,8.29,5.248,15.118,8.709,5.416,15.541,92.429,58.885,172.462,-1.0,1.67,-1.0,35.1,2.87,111.18,-0.0,-0.0,-0.0,18.12,11.6,28.15,0.021,0.007,0.062,708.0,610.0,820.0
em01_085129_020_ML00060_002_c010,1eRASS J053455.8-381000,83.73283895315535,-38.16689882286172,22.668385,44.457775,235.1,0.0779,4.0E-4,0.472,0.35,0.603,111.0,82.2,141.7,29.204,23.136,36.484,39.778,29.497,50.974,6.735,5.007,8.581,-1.0,0.74,-1.0,33.39,25.77,39.62,-0.0,-0.0,-0.0,7.04,5.86,8.57,0.047,0.035,0.06,612.0,576.0,654.0
em01_085153_020_ML00215_002_c010,1eRASS J053459.9-615326,83.7496306356194,-61.890728727992325,21.683004,157.65422,1185.6,0.0611,0.0151,0.09,0.076,0.126,107.0,89.8,149.1,8.089,6.818,10.819,8.123,6.834,11.591,0.898,0.755,1.259,1.67,1.32,2.66,1.47,0.53,3.65,2.84,1.17,7.1,1.79,1.45,2.24,0.009,0.004,0.021,390.0,364.0,421.0
em01_083150_020_ML00702_002_c010,1eRASS J053504.2-605942,83.76789517906347,-60.99510895343208,5.338994,21.954165,1059.5,0.0892,0.0106,0.03,0.021,0.042,31.7,22.3,44.6,2.753,1.916,3.836,2.753,1.925,3.846,0.663,0.466,0.931,-1.0,1.27,-1.0,1.26,0.38,3.01,-0.0,-0.0,-0.0,1.07,0.81,1.45,0.013,0.005,0.029,326.0,297.0,360.0
em01_083150_020_ML00252_002_c010,1eRASS J053512.4-595624,83.8018823297743,-59.940031532273274,37.23623,75.88077,1008.3,0.6437,0.013,0.093,0.08,0.108,94.0,80.9,108.8,5.18,4.395,6.2,8.5,7.364,9.788,158.992,129.409,190.317,-1.0,1.89,-1.0,277.77,237.27,316.69,-0.0,-0.0,-0.0,30.16,25.62,34.6,0.093,0.074,0.115,805.0,762.0,842.0
em01_085138_020_ML00271_002_c010,1eRASS J053518.1-480335,83.82564516109157,-48.05986576790659,12.953941,37.195667,356.3,0.4237,0.0095,0.135,0.111,0.165,48.1,39.6,58.9,9.508,7.766,11.699,12.076,10.01,14.776,86.515,69.211,106.057,1.65,1.17,3.41,158.54,112.37,196.72,269.48,158.41,561.73,22.14,18.82,26.53,0.07,0.048,0.093,792.0,750.0,841.0
em01_082147_020_ML00075_002_c010,1eRASS J053520.3-582610,83.83498471925581,-58.4363347574757,6.5900526,48.98604,823.6,0.0642,0.0108,0.079,0.054,0.103,64.8,44.6,84.5,7.245,5.069,9.449,7.291,5.071,9.58,0.864,0.595,1.129,-1.0,1.29,-1.0,2.46,0.64,4.73,-0.0,-0.0,-0.0,1.48,1.12,1.97,0.016,0.007,0.032,366.0,333.0,402.0
em01_085129_020_ML00106_002_c010,1eRASS J053520.7-374309,83.83659781264386,-37.71942375404535,8.292803,39.28687,229.8,0.0962,4.0E-4,0.516,0.417,0.624,118.6,95.7,143.5,27.073,22.808,31.46,48.892,39.726,59.333,12.199,9.813,14.766,-1.0,2.11,-1.0,60.72,53.84,68.11,-0.0,-0.0,-0.0,9.98,8.58,11.49,0.061,0.051,0.073,684.0,650.0,717.0
em01_085117_020_ML00142_002_c010,1eRASS J053521.6-264252,83.84038059242076,-26.71460400362337,5.1936574,23.03848,163.6,0.5729,0.0059,0.116,0.073,0.184,19.1,12.0,30.1,7.541,4.816,12.005,10.42,6.576,15.929,148.886,91.032,239.617,-1.0,0.88,-1.0,173.5,13.1,257.63,-0.0,-0.0,-0.0,22.58,15.64,32.38,0.068,0.03,0.123,752.0,665.0,848.0
em01_079165_020_ML00342_002_c010,1eRASS J053522.2-752747,83.84255975380555,-75.4632711583043,8.979038,12.27331,483.0,0.4551,0.0094,0.085,0.063,0.111,41.1,30.3,53.6,3.455,2.574,4.749,7.512,5.519,9.766,77.618,53.942,104.951,1.95,0.84,5.91,179.18,145.5,210.76,349.3,153.54,977.14,20.79,15.87,26.04,0.085,0.063,0.12,766.0,700.0,826.0
em01_085117_020_ML00213_002_c010,1eRASS J053526.9-253132,83.86236718429863,-25.5257595267058,4.356517,12.639963,159.9,0.0731,4.0E-4,0.097,0.057,0.165,15.6,9.1,26.4,8.735,5.123,13.653,8.918,5.149,15.334,1.266,0.752,2.178,-1.0,1.1,-1.0,2.48,0.58,8.25,-0.0,-0.0,-0.0,1.69,1.1,2.3,0.019,0.007,0.057,381.0,330.0,422.0
em01_083114_020_ML00020_002_c010,1eRASS J053528.9-235003,83.87046863496252,-23.834217438164174,37.36114,109.56565,155.3,0.0477,0.0083,0.902,0.749,1.046,140.0,116.4,162.3,71.485,60.505,81.93,84.064,69.079,97.889,4.893,4.05,5.685,-1.0,1.13,-1.0,25.35,19.35,30.13,-0.0,-0.0,-0.0,6.44,5.54,7.25,0.039,0.029,0.05,600.0,571.0,625.0
em01_085153_020_ML01974_002_c010,1eRASS J053533.0-621559,83.8876156412055,-62.266578436779504,4.4426136,11.749502,1320.3,0.0853,0.0099,0.015,0.008,0.026,19.9,10.3,34.0,1.415,0.711,2.384,1.414,0.71,2.378,0.344,0.158,0.793,-1.0,0.13,-1.0,0.96,0.11,2.66,-0.0,-0.0,-0.0,0.7,0.44,1.19,0.014,0.005,0.039,284.0,242.0,338.0
em01_084120_020_ML00081_002_c010,1eRASS J053533.3-290856,83.88913988021612,-29.149153701249862,35.179535,42.495136,173.6,0.0593,1.0E-4,0.956,0.817,1.107,166.0,141.8,192.3,71.653,63.706,80.837,88.887,75.37,102.192,8.283,7.051,9.577,1.88,1.41,3.54,41.58,33.88,47.9,82.81,53.66,148.37,8.15,7.18,9.22,0.05,0.04,0.061,647.0,620.0,674.0
em01_085135_020_ML00114_002_c010,1eRASS J053542.8-462002,83.9285145785085,-46.334129284844856,10.957089,18.152704,324.5,0.1412,0.0046,0.177,0.141,0.226,57.3,45.9,73.3,14.53,11.775,17.332,16.41,13.096,20.849,9.672,7.766,12.475,-1.0,1.5,-1.0,34.69,20.22,47.36,-0.0,-0.0,-0.0,7.43,6.22,8.93,0.047,0.027,0.067,611.0,575.0,649.0
em01_083114_020_ML00429_002_c010,1eRASS J053546.5-235239,83.94407426241453,-23.877551785545023,4.752946,8.867757,152.7,0.0471,0.0073,0.046,0.004,0.2,7.0,0.6,30.6,-1.0,-1.0,16.323,-1.0,-1.0,18.599,-1.0,-1.0,1.126,-1.0,-1.0,-1.0,-1.0,-1.0,6.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_085129_020_ML00242_002_c010,1eRASS J053548.6-395012,83.95286021760656,-39.836900302576076,5.564453,14.43359,247.4,0.476,0.0098,0.051,0.029,0.082,12.6,7.3,20.2,4.592,2.746,7.341,4.698,2.764,7.507,38.958,22.361,62.522,-1.0,1.62,-1.0,14.0,1.28,45.36,-0.0,-0.0,-0.0,10.23,6.51,14.15,0.017,0.005,0.048,600.0,516.0,668.0
em01_085138_020_ML00129_002_c010,1eRASS J053549.2-480116,83.95522051130668,-48.021173296934954,8.305561,52.324883,354.5,0.9446,0.0176,0.112,0.086,0.143,39.6,30.3,50.8,8.556,6.623,10.98,10.209,7.896,12.998,452.335,325.274,612.346,2.63,1.98,8.98,299.67,159.84,397.58,865.96,440.63,2488.04,33.18,26.54,43.7,0.087,0.046,0.132,737.0,684.0,808.0
em01_085141_020_ML00496_002_c010,1eRASS J053557.4-512140,83.98927205351951,-51.36126910890128,3.0411134,14.530579,438.8,0.536,0.0128,0.056,0.035,0.104,24.5,15.4,45.8,4.0,2.568,8.34,5.128,3.254,9.372,57.634,35.253,108.019,-1.0,1.56,-1.0,81.77,6.13,130.09,-0.0,-0.0,-0.0,14.63,9.02,23.33,0.051,0.017,0.107,660.0,562.0,771.0
em01_085141_020_ML00092_002_c010,1eRASS J053558.6-513724,83.99447833786444,-51.623544495485135,11.105972,71.90051,447.3,0.0637,0.0111,0.163,0.126,0.212,73.1,56.4,94.7,12.824,10.028,16.522,13.258,10.121,17.537,1.547,1.198,2.036,0.86,0.6,1.08,5.48,2.33,8.44,4.45,2.1,7.22,2.4,1.95,3.05,0.022,0.011,0.036,430.0,401.0,466.0
em01_085126_020_ML00038_002_c010,1eRASS J053603.7-365217,84.01570622173487,-36.871619890071536,25.1069,69.52789,219.9,0.2038,0.005,0.631,0.55,0.724,138.8,120.8,159.3,30.002,25.742,35.11,60.101,52.34,68.926,76.935,66.911,88.306,-1.0,2.9,-1.0,263.27,237.34,289.36,-0.0,-0.0,-0.0,30.61,26.52,34.19,0.087,0.074,0.101,958.0,913.0,994.0
em01_083150_020_ML00203_002_c010,1eRASS J053605.3-585555,84.02241136712868,-58.932052699300336,29.479572,72.41591,878.5,0.301,0.0126,0.118,0.102,0.138,103.7,89.3,121.1,7.603,6.496,8.826,10.314,8.783,11.945,36.699,31.464,42.958,1.43,1.15,1.97,105.91,86.78,122.12,151.58,112.32,208.58,16.62,14.86,19.57,0.062,0.049,0.075,754.0,727.0,796.0
